0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,3,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,6,6,6,6,6,6,6,6,6,5,4,3,2,2,3,3,4,6,6,6,6,6,4,1,0,0,0,0
0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0
0,0,3,7,7,6,7,7,7,7,7,8,7,7,7,7,7,7,7,7,6,6,7,6,6,6,6,6,6,3,0,0
0,1,7,7,7,3,1,2,5,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,7,6,7,7,7,6,1,0
0,4,4,3,1,0,0,1,0,1,2,6,6,6,7,8,7,7,8,7,8,8,7,6,6,6,5,6,8,7,4,0
0,2,5,5,6,6,6,5,4,4,6,6,7,7,7,7,8,8,8,8,8,8,8,7,6,6,2,1,1,2,7,0
0,6,8,7,8,8,8,7,7,6,6,6,7,8,9,9,9,9,8,9,9,9,9,10,8,6,1,1,1,0,4,3
0,7,8,8,7,8,8,8,8,7,6,7,8,9,9,9,9,10,9,9,8,10,10,10,9,7,1,1,1,1,1,2
1,7,8,8,8,7,8,8,7,7,6,8,8,8,9,9,8,9,9,8,10,10,10,11,10,7,2,1,1,1,1,3
1,5,8,8,8,8,8,8,7,7,6,7,9,8,9,9,9,9,8,8,10,10,10,10,9,7,1,1,1,1,1,3
1,2,7,8,8,8,7,7,7,5,5,7,8,9,9,9,9,9,8,9,10,9,10,10,9,5,1,1,1,1,1,6
1,1,5,7,8,8,7,7,6,1,1,7,7,8,8,9,9,9,8,9,10,9,9,9,7,2,1,2,1,1,1,8
1,1,1,3,6,7,6,3,1,1,1,7,8,8,8,7,8,8,8,8,9,9,9,8,4,1,1,1,1,1,1,6
1,1,1,1,1,1,1,1,1,1,1,4,7,7,6,7,7,8,8,7,7,7,7,5,1,1,2,1,3,1,1,5
0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,7,8,10,10,5,3,3,1,1,1,1,3,1,1,1,2,4
0,1,1,1,1,1,1,1,1,1,1,1,1,2,7,8,8,10,10,5,1,1,1,1,2,1,1,3,1,1,3,2
0,2,4,2,1,1,1,1,1,1,1,1,1,5,8,8,8,9,9,3,1,2,3,1,3,1,1,2,1,1,5,0
0,1,1,2,1,1,1,2,1,3,1,1,1,6,7,8,7,8,4,1,1,2,1,1,1,1,1,1,1,3,6,0
0,0,2,3,3,1,1,2,1,1,1,1,3,8,8,8,8,8,5,1,1,1,1,1,1,1,1,1,2,7,1,0
0,0,0,1,1,2,1,2,1,1,1,1,7,9,8,8,8,9,10,5,1,1,1,1,1,2,1,1,6,5,0,0
0,0,0,1,1,1,1,1,1,1,2,6,8,10,10,9,11,9,9,9,6,2,2,1,1,1,3,6,6,0,0,0
0,0,0,0,1,1,1,1,1,3,9,8,7,9,7,9,8,8,9,8,9,11,5,3,4,6,7,6,1,0,0,0
0,0,0,0,0,3,3,4,5,8,8,7,7,7,7,9,8,7,7,7,7,7,7,7,7,7,6,1,0,0,0,0
0,0,0,0,0,1,6,7,7,7,7,7,7,7,7,9,9,7,7,7,7,7,7,7,7,5,1,0,0,0,0,0
0,0,0,0,0,0,0,4,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,4,6,7,7,6,6,5,5,5,4,4,5,4,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
